"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","event.category","event.created","event.dataset","event.ingested","event.kind","event.module","event.original","event.outcome","event.timezone","event.type","fileset.name","host.architecture","host.containerized","host.hostname","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","http.request.method","http.request.referrer","http.response.body.bytes","http.response.status_code","http.version","input.type","log.file.path","log.level","log.offset",message,"nginx.access.remote_ip_list","nginx.error.connection_id","process.pid","process.thread.id","related.ip","service.type","source.address","source.ip",tags,"traefik.access.user_agent.name","traefik.access.user_agent.original","traefik.access.user_agent.os_name","url.extension","url.original","url.original.text","url.path","url.query","user_agent.device.name","user_agent.name","user_agent.original","user_agent.original.text","user_agent.os.name","user_agent.os.name.text","user_agent.version"
"Oct 23, 2022 @ 04:45:54.000",nfuqBIQBoWIFLMgaB59J,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:46:01.693","nginx.access","Oct 23, 2022 @ 04:46:02.696",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:45:54 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","27,052","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:45:44.000","gPupBIQBoWIFLMgazJ-s",".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:45:46.688","nginx.access","Oct 23, 2022 @ 04:45:47.691",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:45:44 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","26,893","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:45:34.000",cPupBIQBoWIFLMgasZ9R,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:45:39.687","nginx.access","Oct 23, 2022 @ 04:45:40.688",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:45:34 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","26,734","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:45:24.000","YfupBIQBoWIFLMgadp-z",".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:45:24.681","nginx.access","Oct 23, 2022 @ 04:45:25.682",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:45:24 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","26,575","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:45:14.000",UvupBIQBoWIFLMgaW59Y,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:45:17.677","nginx.access","Oct 23, 2022 @ 04:45:18.679",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:45:14 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","26,416","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:45:03.000","Q_upBIQBoWIFLMgaP5_9",".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:45:10.675","nginx.access","Oct 23, 2022 @ 04:45:11.676",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:45:03 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","26,257","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:44:53.000",NPupBIQBoWIFLMgaBZ9j,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:44:55.673","nginx.access","Oct 23, 2022 @ 04:44:56.674",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:44:53 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","26,098","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:44:43.000",JfuoBIQBoWIFLMga6p8K,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:44:48.671","nginx.access","Oct 23, 2022 @ 04:44:49.673",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:44:43 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","25,939","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:44:33.000",FfuoBIQBoWIFLMgar59v,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:44:33.669","nginx.access","Oct 23, 2022 @ 04:44:34.670",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:44:33 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","25,780","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:44:23.000",BvuoBIQBoWIFLMgalJ8V,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:44:26.666","nginx.access","Oct 23, 2022 @ 04:44:27.669",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:44:23 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","25,621","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:44:13.000","9_uoBIQBoWIFLMgaeJ65",".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:44:19.663","nginx.access","Oct 23, 2022 @ 04:44:20.664",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:44:13 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","25,462","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:44:02.000",6PuoBIQBoWIFLMgaPp4e,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:44:04.659","nginx.access","Oct 23, 2022 @ 04:44:05.661",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:44:02 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","25,303","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:43:52.000",2fuoBIQBoWIFLMgaIp7C,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:43:57.655","nginx.access","Oct 23, 2022 @ 04:43:58.658",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:43:52 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","25,144","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:43:42.000",yvunBIQBoWIFLMga6J4k,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:43:42.650","nginx.access","Oct 23, 2022 @ 04:43:43.652",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:43:42 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","24,985","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:43:32.000",uvunBIQBoWIFLMga3J5r,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:43:39.648","nginx.access","Oct 23, 2022 @ 04:43:40.651",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:43:32 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","24,826","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:43:22.000","q_unBIQBoWIFLMgaoZ7O",".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:43:24.644","nginx.access","Oct 23, 2022 @ 04:43:25.645",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:43:22 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","24,667","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:43:12.000",nPunBIQBoWIFLMgahp5z,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:43:17.641","nginx.access","Oct 23, 2022 @ 04:43:18.643",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:43:12 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","24,508","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 04:43:01.000",jfunBIQBoWIFLMgaS57Y,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 04:43:02.638","nginx.access","Oct 23, 2022 @ 04:43:03.639",event,nginx,"10.0.0.1 - - [23/Oct/2022:11:43:01 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","24,349","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
